full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Paweł Bochniewicz,25,822960000,1996/01/30,UEFA Nations League,2020/2021,Defender,Poland,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pedro Antonio Porro Sauceda,0,0,1970/01/01,UEFA Nations League,2020/2021,Forward,Spain,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pedro Lomba Neto,21,952560000,2000/03/09,UEFA Nations League,2020/2021,Forward,Portugal,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Per Kristian Bråtveit,25,824342400,1996/02/15,UEFA Nations League,2020/2021,Goalkeeper,Norway,90,0,90,Norway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,7
Perr Schuurs,22,943574400,1999/11/26,UEFA Nations League,2020/2021,Defender,Netherlands,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Petar Stojanović,26,813024000,1995/10/07,UEFA Nations League,2020/2021,Midfielder,Slovenia,450,270,180,Slovenia,5,3,2,0,0,0,1,1,0,0,0,4,2,2,1,1,0,2,0,0.2,0.2,0,0,0,0,0.2,450,90,225,450,0.4,369,87,-1,22
Petar Zanev,36,498441600,1985/10/18,UEFA Nations League,2020/2021,Defender,Bulgaria,79,79,0,Bulgaria,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,-1,-1,-1,18
Péter Gulácsi,31,641952000,1990/05/06,UEFA Nations League,2020/2021,Goalkeeper,Hungary,270,90,180,Hungary,3,1,2,0,0,0,0,0,0,0,0,2,0,2,3,3,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,15
Peter Pekarík,35,531014400,1986/10/30,UEFA Nations League,2020/2021,Defender,Slovakia,360,270,90,Slovakia,4,3,1,0,0,0,1,1,0,0,0,1,1,0,8,6,2,1,0,0.25,0.25,0,0,0,0,2,45,90,360,360,0.25,425,60,195,19
Peter Zulj,28,739584000,1993/06/09,UEFA Nations League,2020/2021,Midfielder,Austria,0,0,0,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Petr Ševčík,27,768009600,1994/05/04,UEFA Nations League,2020/2021,Midfielder,Czech Republic,51,0,51,Czech Republic,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.76,51,17,0,0,0,-1,-1,-1,25
Petros Mandalos,30,683596800,1991/08/31,UEFA Nations League,2020/2021,Midfielder,Greece,227,133,94,Greece,4,2,2,1,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0.4,0,0.4,0.68,0,227,0,0,57,0,0,0,-1,-1,-1,2
Petru Racu,34,553478400,1987/07/17,UEFA Nations League,2020/2021,Defender,Moldova,104,90,14,Moldova,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,3.46,26,52,104,0,0.87,-1,-1,-1,16
Philip Billing,25,834451200,1996/06/11,UEFA Nations League,2020/2021,Midfielder,Denmark,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Philip Foden,21,959472000,2000/05/28,UEFA Nations League,2020/2021,Midfielder,England,158,90,68,England,2,1,1,2,2,0,1,1,0,0,0,2,1,1,0,0,0,0,0,1.71,0.57,1.14,2,0,79,0,0,79,0,158,0,-1,-1,-1,2
Philipp Lienhart,25,837043200,1996/07/11,UEFA Nations League,2020/2021,Defender,Austria,0,0,0,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Philipp Max,28,749347200,1993/09/30,UEFA Nations League,2020/2021,Defender,Germany,180,90,90,Germany,2,1,1,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,0,0,3.5,26,90,0,0,0,-1,-1,-1,9
Philipp Ospelt,29,718416000,1992/10/07,UEFA Nations League,2020/2021,Forward,Liechtenstein,60,49,11,Liechtenstein,4,2,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,-1,-1,-1,11
Philipp Wiesinger,27,769651200,1994/05/23,UEFA Nations League,2020/2021,Defender,Austria,0,0,0,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pieros Soteriou,28,726883200,1993/01/13,UEFA Nations League,2020/2021,Forward,Cyprus,209,101,108,Cyprus,4,2,2,0,0,0,0,0,0,0,0,1,0,1,3,1,2,1,0,0,0,0,0,0,0,1.29,70,52,209,0,0.43,-1,-1,-1,18
Pierre Bengtsson,33,576806400,1988/04/12,UEFA Nations League,2020/2021,Defender,Sweden,358,178,180,Sweden,4,2,2,0,0,0,1,0,1,0,0,0,0,0,8,2,6,0,0,0.25,0.25,0,0,0,0,2.01,45,90,0,358,0,270,55,197,17
Pierre-Emile Højbjerg,26,807580800,1995/08/05,UEFA Nations League,2020/2021,Midfielder,Denmark,375,107,268,Denmark,5,2,3,0,0,0,1,0,1,0,0,3,1,2,6,2,4,2,0,0.24,0.24,0,0,0,0,1.44,63,75,188,375,0.48,232,66,-1,21
Pione Sisto,26,791856000,1995/02/04,UEFA Nations League,2020/2021,Forward,Denmark,66,0,66,Denmark,3,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,-1,-1,-1,9
Piotr Zieliński,27,769392000,1994/05/20,UEFA Nations League,2020/2021,Midfielder,Poland,276,70,206,Poland,4,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0.98,92,69,0,0,0,435,403,-1,18
Plamen Galabov,26,815270400,1995/11/02,UEFA Nations League,2020/2021,Defender,Bulgaria,11,11,0,Bulgaria,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,22
Plamen Ivanov Iliev,30,691459200,1991/11/30,UEFA Nations League,2020/2021,Goalkeeper,Bulgaria,0,0,0,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pontus Jansson,30,666403200,1991/02/13,UEFA Nations League,2020/2021,Defender,Sweden,360,180,180,Sweden,4,2,2,0,0,0,0,0,0,0,0,0,0,0,8,3,5,1,0,0,0,0,0,0,0,2,45,90,360,0,0.25,273,255,192,23
Predrag Rajković,26,815097600,1995/10/31,UEFA Nations League,2020/2021,Goalkeeper,Serbia,270,270,0,Serbia,3,3,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0.33,270,90,0,0,0,-1,-1,-1,13
Presnel Kimpembe,26,808272000,1995/08/13,UEFA Nations League,2020/2021,Defender,France,450,180,270,France,5,2,3,0,0,0,0,0,0,0,0,3,1,2,3,2,1,0,0,0,0,0,0,0,0,0.6,150,90,0,0,0,256,198,49,28
Przemysław Płacheta,23,890611200,1998/03/23,UEFA Nations League,2020/2021,Defender,Poland,75,75,0,Poland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,-1,-1,-1,24
Pyry Soiri,27,780192000,1994/09/22,UEFA Nations League,2020/2021,Forward,Finland,116,66,50,Finland,5,3,2,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0.78,116,23,0,0,0,-1,-1,-1,14
Qara Qarayev,29,718848000,1992/10/12,UEFA Nations League,2020/2021,Midfielder,Azerbaijan,510,270,240,Azerbaijan,6,3,3,0,0,0,0,0,0,0,1,4,2,2,3,2,1,1,0,0,0,0,0,0,0,0.53,170,85,510,0,0.18,246,245,-1,29
Qazim Laçi,25,822009600,1996/01/19,UEFA Nations League,2020/2021,Midfielder,Albania,248,180,68,Albania,4,2,2,0,0,0,0,0,0,0,0,2,0,2,3,3,0,2,0,0,0,0,0,0,0,1.09,83,62,124,0,0.73,-1,-1,-1,16
Quincy Anton Promes,29,694483200,1992/01/04,UEFA Nations League,2020/2021,Midfielder,Netherlands,277,191,86,Netherlands,4,3,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.32,277,69,0,0,0,467,435,-1,18
Rabbi Matondo,21,968457600,2000/09/09,UEFA Nations League,2020/2021,Forward,Wales,36,0,36,Wales,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,-1,-1,-1,17
Rade Krunić,28,749952000,1993/10/07,UEFA Nations League,2020/2021,Midfielder,Bosnia-Herzegovina,298,147,151,Bosnia and Herzegovina,4,2,2,0,0,0,0,0,0,0,0,1,1,0,8,2,6,0,0,0,0,0,0,0,0,2.42,37,75,0,0,0,207,223,-1,6
Radim Breite,32,618710400,1989/08/10,UEFA Nations League,2020/2021,Midfielder,Czech Republic,35,35,0,Czech Republic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,-1,-1,-1,12
Radoslav Terziev,27,776131200,1994/08/06,UEFA Nations League,2020/2021,Defender,Bulgaria,0,0,0,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rafael Alexandre Fernandes Ferreira da Silva,28,737596800,1993/05/17,UEFA Nations League,2020/2021,Midfielder,Portugal,2,2,0,Portugal,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,9
Ragnar Sigurðsson,35,519523200,1986/06/19,UEFA Nations League,2020/2021,Defender,Iceland,73,73,0,Iceland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3.7,24,73,0,0,0,-1,-1,-1,11
Raheem Sterling,27,786844800,1994/12/08,UEFA Nations League,2020/2021,Forward,England,180,0,180,England,2,0,2,1,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0.5,0,0.5,0,0.5,180,0,0,90,0,0,0,-1,-1,-1,5
Rahil Məmmədov,26,817171200,1995/11/24,UEFA Nations League,2020/2021,Defender,Azerbaijan,0,0,0,Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rahim Sadikhov,25,837648000,1996/07/18,UEFA Nations League,2020/2021,Midfielder,Azerbaijan,260,117,143,Azerbaijan,5,2,3,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0.35,260,52,0,0,0,-1,-1,-1,13
Raimonds Krollis,20,1004227200,2001/10/28,UEFA Nations League,2020/2021,Forward,Latvia,85,0,85,Latvia,3,0,3,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1.06,0,1.06,0,1.06,85,1.06,85,28,85,0,1.06,-1,-1,-1,4
Raivis Andris Jurkovskis,25,850089600,1996/12/09,UEFA Nations League,2020/2021,Midfielder,Latvia,450,270,180,Latvia,5,3,2,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0.4,225,90,0,0,0,357,354,-1,25
Rajko Rep,31,645840000,1990/06/20,UEFA Nations League,2020/2021,Forward,Slovenia,124,52,72,Slovenia,3,1,2,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,-1,-1,-1,19
Ralph Schon,31,632793600,1990/01/20,UEFA Nations League,2020/2021,Goalkeeper,Luxembourg,90,90,0,Luxembourg,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,6
Ramen Çepele,18,1048204800,2003/03/21,UEFA Nations League,2020/2021,Defender,Albania,0,0,0,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ramil Şeydayev,25,826848000,1996/03/15,UEFA Nations League,2020/2021,Forward,Azerbaijan,393,183,210,Azerbaijan,6,3,3,1,1,0,0,0,0,0,0,4,2,2,2,1,1,0,0,0.23,0,0.23,0.49,0,393,0.46,197,66,0,0,0,101,240,-1,2
Raphaël Adelino José Guerreiro,27,756518400,1993/12/22,UEFA Nations League,2020/2021,Defender,Portugal,449,270,179,Portugal,5,3,2,0,0,0,1,1,0,0,0,3,1,2,1,1,0,1,0,0.2,0.2,0,0,0,0,0.2,449,90,449,449,0.2,216,84,13,26
Raphael Holzhauser,28,729820800,1993/02/16,UEFA Nations League,2020/2021,Midfielder,Austria,0,0,0,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Raphaël Varane,28,735696000,1993/04/25,UEFA Nations League,2020/2021,Defender,France,539,136,403,France,7,2,5,0,0,0,0,0,0,0,0,3,1,2,4,1,3,0,0,0,0,0,0,0,0,0.67,135,77,0,0,0,249,199,63,29
Rasmus Falk Jensen,29,695433600,1992/01/15,UEFA Nations League,2020/2021,Midfielder,Denmark,14,14,0,Denmark,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,-1,-1,-1,11
Rasmus Karjalainen,25,828576000,1996/04/04,UEFA Nations League,2020/2021,Midfielder,Finland,3,3,0,Finland,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,15
Rasmus Nissen Kristensen,24,868579200,1997/07/11,UEFA Nations League,2020/2021,Defender,Denmark,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rasmus Schüller,30,677203200,1991/06/18,UEFA Nations League,2020/2021,Midfielder,Finland,109,15,94,Finland,3,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,0,0,0,0,0,0,0,1.65,55,36,109,0,0.83,-1,-1,-1,7
Rauno Sappinen,25,822355200,1996/01/23,UEFA Nations League,2020/2021,Forward,Estonia,375,136,239,Estonia,5,2,3,4,3,1,0,0,0,0,0,1,0,1,5,2,3,1,0,0.96,0,0.96,1.99,0.38,94,1.2,75,75,375,0,0.24,4,173,-1,1
Răzvan Gabriel Marin,25,832809600,1996/05/23,UEFA Nations League,2020/2021,Midfielder,Romania,270,90,180,Romania,3,1,2,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,17
Reece James,22,944611200,1999/12/08,UEFA Nations League,2020/2021,Defender,England,101,101,0,England,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0.89,101,51,51,0,1.78,-1,-1,-1,9
Reece Styche,32,610156800,1989/05/03,UEFA Nations League,2020/2021,Forward,Gibraltar,43,0,43,Gibraltar,3,1,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,14,43,0,2.09,-1,-1,-1,10
Reinhold Ranftl,29,696211200,1992/01/24,UEFA Nations League,2020/2021,Midfielder,Austria,220,134,86,Austria,4,2,2,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0.82,110,55,0,0,0,-1,-1,-1,8
Remo Freuler,29,703296000,1992/04/15,UEFA Nations League,2020/2021,Midfielder,Switzerland,261,90,171,Switzerland,3,1,2,2,1,1,1,0,1,0,0,0,0,0,5,1,4,2,0,1.03,0.34,0.69,1,0.53,131,1.72,52,87,131,261,0.69,-1,-1,-1,1
Renat Dadaşov,22,926899200,1999/05/17,UEFA Nations League,2020/2021,Forward,Azerbaijan,32,32,0,Azerbaijan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.81,32,32,0,0,0,-1,-1,-1,21
Renato Sanches,24,871862400,1997/08/18,UEFA Nations League,2020/2021,Midfielder,Portugal,12,2,10,Portugal,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,12
Renato Steffen,30,689126400,1991/11/03,UEFA Nations League,2020/2021,Midfielder,Switzerland,152,108,44,Switzerland,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,1.78,51,51,76,0,1.18,-1,-1,-1,16
Rey Manaj,24,856742400,1997/02/24,UEFA Nations League,2020/2021,Forward,Albania,431,247,184,Albania,6,3,3,2,2,0,0,0,0,1,0,3,0,3,3,3,0,1,0,0.42,0,0.42,0.73,0,216,0.63,144,72,431,0,0.21,39,117,-1,2
Rhys Norrington-Davies,22,924739200,1999/04/22,UEFA Nations League,2020/2021,Defender,Wales,242,152,90,Wales,3,2,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.37,242,81,0,0,0,-1,-1,-1,10
Ricard Fernandez,22,921801600,1999/03/19,UEFA Nations League,2020/2021,Forward,Andorra,288,148,140,Andorra,4,2,2,0,0,0,0,0,0,0,0,1,1,0,8,4,4,2,0,0,0,0,0,0,0,2.5,36,72,144,0,0.63,174,203,-1,5
Ricardo Rodríguez,29,714700800,1992/08/25,UEFA Nations League,2020/2021,Defender,Switzerland,424,154,270,Switzerland,5,2,3,0,0,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0,0,0,0,0,0,1.7,53,85,0,0,0,451,446,176,15
Riccardo Orsolini,24,854064000,1997/01/24,UEFA Nations League,2020/2021,Forward,Italy,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ridvan Kardesoglu,25,845078400,1996/10/12,UEFA Nations League,2020/2021,Forward,Liechtenstein,19,0,19,Liechtenstein,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,-1,-1,-1,21
Risto Radunović,29,704937600,1992/05/04,UEFA Nations League,2020/2021,Defender,Montenegro,289,199,90,Montenegro,4,3,1,0,0,0,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0.62,145,72,0,0,0,172,187,54,11
Ritvars Rugins,32,624585600,1989/10/17,UEFA Nations League,2020/2021,Midfielder,Latvia,174,61,113,Latvia,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1.03,87,58,174,0,0.52,-1,-1,-1,14
Robbie Brady,29,695347200,1992/01/14,UEFA Nations League,2020/2021,Midfielder,Republic of Ireland,380,241,139,Republic of Ireland,6,3,3,0,0,0,1,0,1,0,0,2,2,0,3,1,2,0,0,0.24,0.24,0,0,0,0,0.71,127,63,0,380,0,324,62,-1,21
Robby McCrorie,23,890179200,1998/03/18,UEFA Nations League,2020/2021,Goalkeeper,Scotland,0,0,0,Scotland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Róbert Boženík,22,942883200,1999/11/18,UEFA Nations League,2020/2021,Forward,Slovakia,224,136,88,Slovakia,4,2,2,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,1.61,56,56,224,0,0.4,-1,-1,-1,24
Robert Lewandowski,33,588124800,1988/08/21,UEFA Nations League,2020/2021,Forward,Poland,276,186,90,Poland,4,3,1,2,2,0,2,2,0,0,0,2,2,0,2,0,2,0,0,1.3,0.65,0.65,0.97,0,138,0.65,138,69,0,138,0,17,3,-1,1
Robert Lynch Sanchez,24,879811200,1997/11/18,UEFA Nations League,2020/2021,Goalkeeper,Spain,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Róbert Mak,30,668390400,1991/03/08,UEFA Nations League,2020/2021,Midfielder,Slovakia,146,56,90,Slovakia,3,1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0.62,0,0.62,1.61,0,146,1.23,73,49,0,0,0,-1,-1,-1,2
Róbert Mazáň,27,760752000,1994/02/09,UEFA Nations League,2020/2021,Defender,Slovakia,180,180,0,Slovakia,2,2,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,1.5,60,90,180,0,0.5,-1,-1,-1,8
Robert Skov,25,832550400,1996/05/20,UEFA Nations League,2020/2021,Midfielder,Denmark,305,180,125,Denmark,4,2,2,1,0,1,0,0,0,0,0,3,1,2,2,2,0,1,0,0.3,0,0.3,0,0.72,305,0.59,153,76,305,0,0.3,56,276,-1,3
Robert Taylor,27,782697600,1994/10/21,UEFA Nations League,2020/2021,Midfielder,Finland,384,164,220,Finland,5,2,3,1,1,0,2,0,2,0,0,3,2,1,2,0,2,0,0,0.7,0.47,0.23,0.55,0,384,0.47,192,77,0,192,0,102,15,-1,3
Roberto Soriano,30,665971200,1991/02/08,UEFA Nations League,2020/2021,Midfielder,Italy,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Roberts Ozols,26,810691200,1995/09/10,UEFA Nations League,2020/2021,Goalkeeper,Latvia,180,90,90,Latvia,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,-1,-1,-1,12
Roberts Savaļnieks,28,728784000,1993/02/04,UEFA Nations League,2020/2021,Forward,Latvia,517,270,247,Latvia,6,3,3,0,0,0,0,0,0,0,0,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0.52,172,86,0,0,0,355,352,-1,23
Roberts Uldriķis,23,891561600,1998/04/03,UEFA Nations League,2020/2021,Midfielder,Latvia,151,69,82,Latvia,3,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0.6,151,50,151,0,0.6,-1,-1,-1,19
Robin Gosens,27,773366400,1994/07/05,UEFA Nations League,2020/2021,Defender,Germany,225,147,78,Germany,3,2,1,0,0,0,1,1,0,0,0,0,0,0,4,3,1,1,0,0.4,0.4,0,0,0,0,1.6,56,75,225,225,0.4,-1,-1,-1,25
Robin Koch,25,837561600,1996/07/17,UEFA Nations League,2020/2021,Defender,Germany,180,90,90,Germany,3,2,1,0,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,0,0,0,0,0,0,3.5,26,60,180,0,0.5,-1,-1,-1,20
Robin Lod,28,735004800,1993/04/17,UEFA Nations League,2020/2021,Midfielder,Finland,180,0,180,Finland,2,0,2,1,0,1,1,0,1,0,0,0,0,0,4,0,4,0,0,1,0.5,0.5,0,0.5,180,2,45,90,0,180,0,-1,-1,-1,4
Robin Olsen,31,631756800,1990/01/08,UEFA Nations League,2020/2021,Goalkeeper,Sweden,540,270,270,Sweden,6,3,3,0,0,0,0,0,0,0,0,0,0,0,12,4,8,0,0,0,0,0,0,0,0,2,45,90,0,0,0,268,257,196,6
Robin Quaison,28,750124800,1993/10/09,UEFA Nations League,2020/2021,Midfielder,Sweden,182,96,86,Sweden,4,2,2,1,0,1,0,0,0,0,0,0,0,0,4,2,2,0,0,0.49,0,0.49,0,1.05,182,1.98,46,46,0,0,0,-1,-1,-1,4
Rodri,25,835401600,1996/06/22,UEFA Nations League,2020/2021,Midfielder,Spain,335,245,90,Spain,5,4,1,1,1,0,0,0,0,0,0,3,3,0,3,2,1,1,0,0.27,0,0.27,0.37,0,335,0.81,112,67,335,0,0.27,75,282,-1,6
Rodrigo,30,668217600,1991/03/06,UEFA Nations League,2020/2021,Forward,Spain,148,0,148,Spain,2,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.61,0.61,0,0,0,0,0.61,148,74,0,148,0,-1,-1,-1,29
Rógvi Asmundur Baldvinsson,31,628905600,1989/12/06,UEFA Nations League,2020/2021,Defender,Faroe Islands,93,25,68,Faroe Islands,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.97,93,47,0,0,0,-1,-1,-1,9
Roland Sallai,24,864259200,1997/05/22,UEFA Nations League,2020/2021,Midfielder,Hungary,171,90,81,Hungary,2,1,1,1,1,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0.53,0,0.53,1,0,171,1.58,57,86,0,0,0,-1,-1,-1,6
Rolandas Baravykas,26,809136000,1995/08/23,UEFA Nations League,2020/2021,Defender,Lithuania,82,82,0,Lithuania,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.1,82,82,82,0,1.1,-1,-1,-1,24
Roman Begunov,28,732758400,1993/03/22,UEFA Nations League,2020/2021,Defender,Belarus,0,0,0,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Roman Bezus,31,654307200,1990/09/26,UEFA Nations League,2020/2021,Midfielder,Ukraine,0,0,0,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Roman Evgenyev,22,919728000,1999/02/23,UEFA Nations League,2020/2021,Defender,Russia,44,0,44,Russia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.05,44,44,0,0,0,-1,-1,-1,16
Roman Hubník,37,455328000,1984/06/06,UEFA Nations League,2020/2021,Defender,Czech Republic,90,90,0,Czech Republic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,39
